Date,sma_10,sma_20,sma_60,ema_10,ema_20,ema_60,연도,분기,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,label
2016-01-04,1.054356846473029,1.0562240663900415,1.0709128630705391,1.0467566598374594,1.0558745319743077,1.0529960047674245,2016,Q1,-0.030776842540386,-0.0181126276952846,0.0039692900096683,0.1520697986558736,0.0172171581563471,-0.0326774621844417,-0.0265396196704267,-0.7580358484404188,-0.7745616860156371,-0.7784457705518095,-0.7970768239066504,-0.7970768239066504,-0.1533242688617294,0.2545833072358971,-0.014937759336099532
2016-01-05,1.044950331125828,1.050206953642384,1.0676600441501105,1.036128535215025,1.0481806768192217,1.0487287172487394,2016,Q1,-0.030776842540386,-0.0181126276952846,0.0039692900096683,0.1520697986558736,0.0172171581563471,-0.0326774621844417,-0.0265396196704267,-0.7580358484404188,-0.7745616860156371,-0.7784457705518095,-0.7970768239066504,-0.7970768239066504,-0.1533242688617294,0.2545833072358971,-0.01490066225165565
2016-01-06,1.065531914893617,1.0757021276595744,1.0962978723404255,1.053368621652437,1.0702266623851076,1.075618422657861,2016,Q1,-0.030776842540386,-0.0181126276952846,0.0039692900096683,0.1520697986558736,0.0172171581563471,-0.0326774621844417,-0.0265396196704267,-0.7580358484404188,-0.7745616860156371,-0.7784457705518095,-0.7970768239066504,-0.7970768239066504,-0.1533242688617294,0.2545833072358971,0.0
2016-01-07,1.0664660361134997,1.0825451418744625,1.10621954714818,1.052557896816581,1.073529469669796,1.083872994084831,2016,Q1,-0.030776842540386,-0.0181126276952846,0.0039692900096683,0.1520697986558736,0.0172171581563471,-0.0326774621844417,-0.0265396196704267,-0.7580358484404188,-0.7745616860156371,-0.7784457705518095,-0.7970768239066504,-0.7970768239066504,-0.1533242688617294,0.2545833072358971,0.015477214101461634
2016-01-08,1.0488471391972674,1.071263877028181,1.0975092513521207,1.0371185083440069,1.0598910451503365,1.073960525628123,2016,Q1,-0.030776842540386,-0.0181126276952846,0.0039692900096683,0.1520697986558736,0.0172171581563471,-0.0326774621844417,-0.0265396196704267,-0.7580358484404188,-0.7745616860156371,-0.7784457705518095,-0.7970768239066504,-0.7970768239066504,-0.1533242688617294,0.2545833072358971,0.000853970964987294
2016-01-11,1.0537326388888888,1.0841145833333334,1.114134837962963,1.044364895788943,1.070003135894023,1.088667098535158,2016,Q1,-0.030776842540386,-0.0181126276952846,0.0039692900096683,0.1520697986558736,0.0172171581563471,-0.0326774621844417,-0.0265396196704267,-0.7580358484404188,-0.7745616860156371,-0.7784457705518095,-0.7970768239066504,-0.7970768239066504,-0.1533242688617294,0.2545833072358971,0.0234375
2016-01-12,1.0471204188481675,1.0838132635253055,1.1181791739383362,1.0407722703109443,1.0684047468813658,1.0912722995301498,2016,Q1,-0.030776842540386,-0.0181126276952846,0.0039692900096683,0.1520697986558736,0.0172171581563471,-0.0326774621844417,-0.0265396196704267,-0.7580358484404188,-0.7745616860156371,-0.7784457705518095,-0.7970768239066504,-0.7970768239066504,-0.1533242688617294,0.2545833072358971,0.022687609075043635
2016-01-13,1.0350174216027874,1.0760017421602788,1.1145325203252032,1.031875609438318,1.060205946515419,1.086440351034372,2016,Q1,-0.030776842540386,-0.0181126276952846,0.0039692900096683,0.1520697986558736,0.0172171581563471,-0.0326774621844417,-0.0265396196704267,-0.7580358484404188,-0.7745616860156371,-0.7784457705518095,-0.7970768239066504,-0.7970768239066504,-0.1533242688617294,0.2545833072358971,0.026132404181184565
2016-01-14,1.0339191564147627,1.0800527240773286,1.1225981253661397,1.0334988653712014,1.06290116768739,1.0928395559795343,2016,Q1,-0.030776842540386,-0.0181126276952846,0.0039692900096683,0.1520697986558736,0.0172171581563471,-0.0326774621844417,-0.0265396196704267,-0.7580358484404188,-0.7745616860156371,-0.7784457705518095,-0.7970768239066504,-0.7970768239066504,-0.1533242688617294,0.2545833072358971,0.05184534270650265
2016-01-15,1.0280918727915194,1.0793727915194349,1.126575382803298,1.0318900882695026,1.062007784272918,1.0953975609888826,2016,Q1,-0.030776842540386,-0.0181126276952846,0.0039692900096683,0.1520697986558736,0.0172171581563471,-0.0326774621844417,-0.0265396196704267,-0.7580358484404188,-0.7745616860156371,-0.7784457705518095,-0.7970768239066504,-0.7970768239066504,-0.1533242688617294,0.2545833072358971,0.07773851590106018
