Date,Close,sma_10,sma_20,sma_60,ema_10,ema_20,ema_60
2015-01-02,36000,36000.0,36000.0,36000.0,36000.0,36000.0,36000.0
2015-01-05,35400,35700.0,35700.0,35700.0,35670.0,35685.00000000001,35695.0
2015-01-06,35300,35566.666666666664,35566.666666666664,35566.666666666664,35521.262458471756,35543.63030807661,35558.92047032682
2015-01-07,35000,35425.0,35425.0,35425.0,35349.52970297029,35386.69264339153,35412.12753401833
2015-01-08,36600,35660.0,35660.0,35660.0,35708.5057155742,35680.18136793363,35665.79976917454
2015-01-09,36850,35858.333333333336,35858.333333333336,35858.333333333336,36004.99121052801,35926.95966502275,35879.972829418875
2015-01-12,35750,35842.857142857145,35842.857142857145,35842.857142857145,35943.54857203404,35893.500972439004,35859.49786421375
2015-01-13,35900,35850.0,35850.0,35850.0,35933.64106202385,35894.62436200917,35865.170620882796
2015-01-14,36700,35944.444444444445,35944.444444444445,35944.444444444445,36100.373948758104,36023.81055243777,35970.76940854111
2015-01-15,36550,36005.0,36005.0,36005.0,36194.820672761925,36103.05012389633,36037.7598237556
2015-01-16,36000,36005.0,36004.545454545456,36004.545454545456,36155.02124495337,36088.34561060217,36033.7269380229
2015-01-19,36500,36115.0,36045.833333333336,36045.833333333336,36223.9473688305,36144.42452845289,36080.09460420107
2015-01-20,36800,36265.0,36103.846153846156,36103.846153846156,36337.008787299914,36230.215776847625,36147.21057062334
2015-01-21,37250,36490.0,36185.71428571428,36185.71428571428,36513.64825956901,36359.078012709215,36244.16242054844
2015-01-22,37450,36575.0,36270.0,36270.0,36692.72025650229,36492.768376510365,36344.63489098154
2015-01-23,37450,36635.0,36343.75,36343.75,36836.193338534744,36606.95676679714,36432.30540593287
2015-01-26,38200,36880.0,36452.94117647059,36452.94117647059,37092.61892653203,36792.52789309512,36566.274527414265
2015-01-27,37800,37070.0,36527.77777777778,36527.77777777778,37224.80206186552,36907.44472773578,36655.92063773618
2015-01-28,36500,37050.0,36526.31578947369,36526.31578947369,37090.0433858656,36861.82852599351,36645.025444259816
2015-01-29,37050,37100.0,36552.5,36552.5,37082.6287764348,36882.54917709797,36672.31162699129
2015-01-30,36800,37180.0,36592.5,36564.28571428572,37030.470522023315,36873.592464257425,36680.627308633935
2015-02-02,37200,37250.0,36682.5,36593.181818181816,37061.671517959476,36908.54459884556,36713.391822426114
2015-02-03,37950,37365.0,36815.0,36652.17391304348,37224.80043186788,37018.759672673434,36789.10891288337
2015-02-04,38100,37450.0,36970.0,36712.5,37385.226812782894,37131.98605389558,36867.1544879474
2015-02-05,36350,37340.0,36957.5,36698.0,37195.748288046125,37050.866360362095,36837.16717735135
2015-02-06,37500,37345.0,36990.0,36728.846153846156,37251.36830838405,37097.06488477815,36874.65699594647
2015-02-09,36750,37200.0,37040.0,36729.62962962963,37159.80429947213,37061.63538812856,36867.770119792935
2015-02-10,36950,37115.0,37092.5,36737.5,37121.51912370656,37050.31676687081,36872.213250249944
2015-02-11,37050,37170.0,37110.0,36748.275862068964,37108.476921275374,37050.28484648052,36881.619756819964
2015-02-12,36800,37145.0,37122.5,36750.0,37052.25362078197,37025.20254278201,36877.38652417203
2015-02-13,37650,37230.0,37205.0,36779.032258064515,37161.15123329171,37087.50655636408,36916.708154781496
2015-02-16,37550,37265.0,37257.5,36803.125,37231.966173727844,37133.420096487265,36948.36586729537
2015-02-17,38200,37290.0,37327.5,36845.454545454544,37408.206827982176,37238.87806087081,37009.87586637983
2015-02-23,38650,37345.0,37397.5,36898.529411764706,37634.233471875676,37377.89699658429,37089.180546058335
2015-02-24,38750,37585.0,37462.5,36951.42857142857,37837.28097292482,37512.63019596942,37168.255032661335
2015-02-25,39200,37755.0,37550.0,37013.88888888889,38085.228766996835,37677.8324816493,37263.576794206165
2015-02-26,39700,38050.0,37625.0,37086.48648648649,38378.998703050966,37875.28657437218,37376.29193442223
2015-02-27,39000,38255.0,37685.0,37136.84210526316,38491.96314035968,37984.845291201935,37450.410013146466
2015-03-02,37600,38310.0,37740.0,37148.717948717946,38329.723264838554,37947.438637059284,37457.15170783877
2015-03-03,37500,38380.0,37762.5,37157.5,38178.81520547503,37904.03308262772,37459.05935923971
2015-03-04,37850,38400.0,37815.0,37174.39024390244,38119.014643717965,37898.80065566016,37476.26258542952
2015-03-05,37400,38385.0,37825.0,37179.76190476191,37988.256121888786,37850.57519313973,37472.943901510545
2015-03-06,36700,38235.0,37762.5,37168.604651162794,37753.98583168765,37739.49480169528,37439.66512639506
2015-03-09,36800,38050.0,37697.5,37160.22727272727,37580.50847390538,37648.91105529042,37412.40451660031
2015-03-10,36800,37855.0,37720.0,37152.22222222222,37438.58084776117,37567.15758884926,37386.55972952749
2015-03-11,36650,37600.0,37677.5,37141.30434782609,37295.18846369126,37478.925753471085,37355.76526361506
2015-03-12,38150,37445.0,37747.5,37162.765957446805,37450.621202050344,37543.42190029863,37388.67414409449
2015-03-13,38200,37365.0,37810.0,37184.375,37586.880828907655,37606.469942893054,37422.002968435016
2015-03-16,38050,37410.0,37860.0,37202.04081632653,37671.08883306577,37649.026508402414,37447.58857407559
2015-03-17,38800,37540.0,37960.0,37234.0,37876.35442058517,37759.38351463149,37502.25314205762
2015-03-18,38850,37640.0,38020.0,37265.686274509804,38053.38724865784,37863.886171455146,37556.31649218435
2015-03-19,39650,37865.0,38125.0,37311.53846153846,38343.68900797192,38034.93174817201,37639.69136555732
2015-03-20,40000,38195.0,38215.0,37362.264150943396,38644.84370259778,38223.01580110172,37733.027173876304
2015-03-23,39900,38505.0,38277.5,37409.25925925926,38873.05842836332,38383.44993739763,37818.14260414088
2015-03-24,38900,38715.0,38285.0,37436.36363636364,38877.95697478469,38432.846127886776,37860.36226041789
2015-03-25,38050,38855.0,38227.5,37447.32142857143,38727.41736037892,38396.24989501928,37867.71702223679
2015-03-26,39150,38955.0,38200.0,37477.19298245614,38804.251395512765,38468.27547066709,37917.15165614043
2015-03-27,38300,38965.0,38165.0,37491.379310344826,38712.56851529116,38452.20080343815,37931.826639911305
2015-03-30,38850,39045.0,38227.5,37514.40677966102,38737.55623821178,38490.1899993284,37966.82715126465
2015-03-31,39300,39095.0,38317.5,37544.166666666664,38839.819343898394,38567.50544986809,38017.37774892359
2015-04-01,38600,39070.0,38355.0,37587.5,38796.21561627225,38570.607090171485,38039.35657006352
2015-04-02,38450,38950.0,38407.5,37638.333333333336,38733.267073705145,38559.09746319387,38054.77156320963
2015-04-03,39000,38850.0,38522.5,37700.0,38781.76412616198,38601.165024749134,38090.086339989255
2015-04-06,38400,38700.0,38602.5,37756.666666666664,38712.352283281085,38581.97473505701,38101.61233369202
2015-04-07,37850,38595.0,38655.0,37777.5,38555.560619765594,38512.15845887237,38092.29565519722
2015-04-08,37750,38565.0,38710.0,37792.5,38409.09479322224,38439.47360397612,38079.67468877545
2015-04-09,36800,38330.0,38642.5,37810.0,38116.53167974855,38283.141903204654,38032.683062347816
2015-04-10,37750,38275.0,38620.0,37840.833333333336,38049.88947717422,38232.310189142976,38022.34318855388
2015-04-13,38300,38220.0,38632.5,37867.5,38095.36416178485,38238.7633038081,38032.460860632615
2015-04-14,40500,38340.0,38717.5,37933.333333333336,38532.5710247003,38454.31459200861,38122.049492065504
2015-04-15,40000,38480.0,38775.0,38000.0,38799.37646613036,38601.64356977604,38189.992843828164
2015-04-16,40300,38665.0,38807.5,38063.333333333336,39072.21725356154,38763.511925839564,38266.073779227074
2015-04-17,40600,38825.0,38837.5,38126.666666666664,39349.99605544023,38938.53306737251,38349.95429247092
2015-04-20,40800,39065.0,38882.5,38185.833333333336,39613.633230002524,39115.923395117454,38437.73135924864
2015-04-21,40600,39340.0,38967.5,38238.333333333336,39792.97269489836,39257.34175237965,38514.9635497163
2015-04-22,39800,39545.0,39055.0,38277.5,39794.25038703912,39309.04920370146,38560.728499323304
2015-04-23,41000,39965.0,39147.5,38324.166666666664,40013.47763208612,39470.164626781625,38647.35519116283
2015-04-24,41650,40355.0,39315.0,38388.333333333336,40311.027200932345,39677.852540500004,38753.69921124667
2015-04-27,40300,40555.0,39387.5,38451.666666666664,40309.02225504692,39737.12651052905,38808.32056239607
2015-04-28,40550,40560.0,39450.0,38510.0,40352.836395165985,39814.56883946711,38869.68775790138
2015-04-29,41000,40660.0,39570.0,38580.0,40470.50251540384,39927.50109363938,38944.56496384639
2015-04-30,40950,40725.0,39695.0,38642.5,40557.68388246407,40024.90851269576,39014.88685686922
2015-05-04,41700,40835.0,39830.0,38705.0,40765.3777341488,40184.480417847364,39108.82803755782
2015-05-06,41900,40945.0,40005.0,38768.333333333336,40971.672701436226,40347.89972613855,39206.26551530115
2015-05-07,41400,41025.0,40182.5,38852.5,41049.55039512961,40448.11999973015,39282.68476769234
2015-05-08,40800,41125.0,40335.0,38907.5,41004.17759456343,40481.63850752667,39335.43275144833
2015-05-11,40600,41085.0,40525.0,38971.666666666664,40930.69075726453,40492.9128951847,39379.30745174263
2015-05-12,41150,41035.0,40695.0,39041.666666666664,40970.565165888656,40555.50198466414,39440.6253575141
2015-05-13,41500,41155.0,40855.0,39115.833333333336,41066.82604650487,40645.46635594224,39511.808980028574
2015-05-14,41100,41210.0,40885.0,39187.5,41072.85767449956,40688.76057737346,39566.60835930943
2015-05-15,40800,41190.0,40925.0,39240.0,41023.247187644934,40699.355982292625,39609.09268120488
2015-05-18,40450,41140.0,40932.5,39288.333333333336,40919.020425254574,40675.605412114564,39638.009882427956
2015-05-19,40850,41055.0,40945.0,39332.5,40906.47125692792,40692.21592734696,39679.621285782814
2015-05-20,41000,40965.0,40955.0,39371.666666666664,40923.47648305029,40721.53110229101,39724.88402108153
2015-05-21,39750,40800.0,40912.5,39388.333333333336,40710.117121374074,40628.9974590303,39725.743716025914
2015-05-22,41000,40820.0,40972.5,39418.333333333336,40762.823099532754,40664.33340852173,39769.29742991396
2015-05-26,40100,40770.0,40927.5,39425.0,40642.30980828452,40610.58410222797,39780.58502712241
2015-05-27,39200,40575.0,40805.0,39428.333333333336,40380.07166056864,40476.23536998994,39760.79502199944
2015-05-28,39550,40380.0,40767.5,39460.833333333336,40229.14954010971,40388.01808775682,39753.6191207066
2015-05-29,40250,40295.0,40752.5,39506.666666666664,40232.940532824345,40374.87291614058,39770.49577548187
2015-06-01,39450,40160.0,40675.0,39533.333333333336,40090.58770844997,40286.78619308046,39759.61230609119
2015-06-02,39850,40100.0,40620.0,39574.166666666664,40046.84448867536,40245.18597483918,39762.67812109998
2015-06-03,39750,39990.0,40522.5,39625.0,39992.87276340468,40198.02383317506,39762.24858431786
2015-06-04,38750,39765.0,40365.0,39657.5,39766.89589713592,40060.11264073493,39727.99089256113
2015-06-05,38350,39625.0,40212.5,39683.333333333336,39509.27846111097,39897.24032439382,39681.40453304119
2015-06-08,39150,39440.0,40130.0,39725.0,39443.955104507564,39826.072821620975,39663.45741656358
2015-06-09,38850,39315.0,40042.5,39736.666666666664,39335.963267273284,39733.11142809966,39636.01159700269
2015-06-10,39950,39390.0,39982.5,39765.833333333336,39447.60630963044,39753.76790016706,39646.595390993534
2015-06-11,40000,39435.0,39907.5,39798.333333333336,39548.041526093075,39777.2190052877,39658.49685270704
2015-06-12,39050,39315.0,39805.0,39802.5,39457.48852132542,39707.95890621268,39638.02297007191
2015-06-15,38150,39185.0,39672.5,39790.833333333336,39219.76333557949,39559.57964584736,39587.998986123624
2015-06-16,37300,38930.0,39515.0,39751.666666666664,38870.71545632268,39344.378669016056,39511.14546346829
2015-06-17,37200,38675.0,39332.5,39705.0,38566.949009675445,39140.14962591809,39433.576738585194
2015-06-18,37050,38505.0,39135.0,39657.5,38291.14009879334,38941.08554926733,39353.63904282745
2015-06-19,36150,38285.0,38955.0,39611.666666666664,37901.84189897575,38675.265210844635,39246.279544397825
2015-06-22,36500,38020.0,38730.0,39585.833333333336,37646.961553687615,38468.095214883026,39154.31361703738
2015-06-23,37550,37890.0,38602.5,39559.166666666664,37629.33218028875,38380.65685721928,39100.62684001309
2015-06-24,37850,37680.0,38535.0,39551.666666666664,37669.45360205652,38330.1177333557,39058.80416249233
2015-06-25,37300,37410.0,38422.5,39525.833333333336,37602.28021986157,38232.01062295646,39000.025807696264
2015-06-26,37700,37275.0,38295.0,39499.166666666664,37620.04745261463,38181.34263636705,38956.60706320617
2015-06-29,36900,37150.0,38167.5,39470.833333333336,37489.12973395369,38059.309332703124,38887.961712771794
2015-06-30,36900,37110.0,38020.0,39445.0,37382.015236868705,37948.89837027382,38821.64680130903
2015-07-01,36800,37070.0,37872.5,39408.333333333336,37276.19428470874,37839.47898490423,38754.2467240608
